0,0.315451
0,0.201245
0,0.32153
0,0.346409
0,0.438167
0,0.597195
0,0.802456
0,0.396075
0,0.0901228
0,0.210443
0,0.358639
0,0.352306
0,0.414192
0,0.0747201
0,0.208122
0,0.33482
0,0.415622
0,0.571567
0,0.68934
0,0.399759
0,0.00628433
0,0.131609
0,0.0573351
0,0.337885
0,0.245395
0,0.0800099
0,0.0740517
0,0.163307
0,0.50225
0,0.601221
0,0.813757
0,0.271055
0,0.133693
0,0.162749
0,0.239661
0,0.0913962
0,0.24596
0,0.199133
0,0.118622
0,0.130815
0,0.395956
0,0.434007
0,0.739301
0,0.439458
0,0.262483
0,0.225103
0,0.190001
0,0.138335
0,0.218442
0,0.179583
0,0.190359
0,0.148997
0,0.1495
0,0.425183
0,0.709226
0,0.369109
0,0.348053
0,0.258641
0,0.172354
0,0.0458186
0,0.149957
0,0.0391564
0,0.220685
0,0.110728
0,0.272889
0,0.437106
0,0.65568
0,0.234216
0,0.123593
0,0.188403
0,0.184294
0,0.107615
0,0.144003
0,0.046186
0,0.173628
0,0.390542
0,0.324767
0,0.706027
0,0.594587
0,0.284845
0,0.172787
0,0.0149544
0,0.0934042
0,0.192909
0,0.231007
0,0.190143
0,0.305582
0,0.19754
0,0.440799
0,0.642181
0,0.634794
0,0.385267
0,0.131882
0,0.169204
0,0.159887
0,0.2829
1,0.292037
1,0.160703
1,0.149229
1,0.34372
1,0.345627
1,0.566185
1,0.632189
1,0.374827
1,0.101696
1,0.293078
1,0.362606
1,0.373279
1,0.214321
1,0.136515
1,0.256749
1,0.273684
1,0.370978
1,0.551515
1,0.618166
1,0.314681
1,0.0151829
1,0.106727
1,0.262117
1,0.374391
1,0.326356
1,0.11912
1,0.158661
1,0.205167
1,0.335122
1,0.562825
1,0.748797
1,0.108265
1,0.201537
1,0.188286
1,0.333229
1,0.190378
1,0.189642
1,0.175148
1,0.096608
1,0.194749
1,0.187029
1,0.504734
1,0.770931
1,0.447557
1,0.446108
1,0.138432
1,0.124279
1,0.288557
1,0.192615
1,0.130742
1,0.117481
1,0.0392453
1,0.207353
1,0.197791
1,0.764227
1,0.475169
1,0.0483214
1,0.188002
1,0.300543
1,0.161396
1,0.160615
1,0.157266
1,0.306294
1,0.207553
1,0.237221
1,0.293591
1,0.757851
1,0.270974
1,0.111809
1,0.180371
1,0.103851
1,0.0397289
1,0.146302
1,0.0680302
1,0.26449
1,0.247557
1,0.403356
1,0.302757
1,0.636326
1,0.336214
1,0.0793203
1,0.0484483
1,0.0324004
1,0.0800588
1,0.159226
1,0.225132
1,0.297207
1,0.379488
1,0.309916
1,0.507603
1,0.633313
1,0.357693
1,0.038867
1,0.190431
1,0.0700957
1,0.320864
2,0.29937
2,0.161171
2,0.236211
2,0.332865
2,0.409323
